LCLid,avg_peak_kwh,shiftable_kwh_day,monthly_savings_gbp,avg_consumption,weekend_usage,holiday_usage,Acorn_grouped,stdorToU,anomaly_count,usage_pattern,recommendation
MAC001235,0.5784820292378282,0.5206338263140453,9.87,0.3801001816848883,0.28457590922130493,0.022949670098492334,Affluent,Std,592,Balanced Users,Shift approximately 0.52 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.87. 592 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005184,0.5774106122853369,0.5196695510568031,9.85,0.45248972847386687,0.2855097207688495,0.022470672467918708,Affluent,ToU,885,Balanced Users,Shift approximately 0.52 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.85. 885 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003317,0.576723519616,0.5190511676544,9.84,0.465658046481185,0.2843474779823859,0.021136909527622098,ACORN-U,Std,491,Balanced Users,Shift approximately 0.52 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.84. 491 anomalous readings detected. Inspect high-consumption appliances.
MAC002852,0.571690838967742,0.5145217550709678,9.76,0.574121465526146,0.2864751452550032,0.023240800516462233,Adversity,Std,836,Balanced Users,Shift approximately 0.51 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.76. 836 anomalous readings detected. Inspect high-consumption appliances.
MAC004247,0.5702348364696733,0.5132113528227059,9.73,0.45312902593169213,0.28484317732152703,0.023353118614381628,Affluent,Std,391,Balanced Users,Shift approximately 0.51 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.73. 391 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002024,0.5677430554012346,0.5109687498611112,9.69,0.4589393118573637,0.2829532276768458,0.03247004252029378,Affluent,Std,247,Balanced Users,Shift approximately 0.51 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.69. 247 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002644,0.5627853191302162,0.5065067872171947,9.6,0.5310200024877343,0.285318908038747,0.0241539816329098,Affluent,Std,868,Balanced Users,Shift approximately 0.51 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.60. 868 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004051,0.5611451162874583,0.5050306046587125,9.58,0.37900516948617424,0.285882801929015,0.02164937723345939,Affluent,Std,418,Balanced Users,Shift approximately 0.51 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.58. 418 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002153,0.5593330641087776,0.5033997576978998,9.55,0.38831213590555425,0.28454983327158206,0.022634645828421302,Affluent,Std,695,Balanced Users,Shift approximately 0.50 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.55. 695 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001843,0.5558165562981298,0.5002349006683168,9.49,0.38003399855127323,0.2807983482450103,0.023124569855471438,Affluent,Std,877,Balanced Users,Shift approximately 0.50 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.49. 877 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002851,0.555558741283938,0.5000028671555442,9.48,0.4625371946144081,0.28635353855918755,0.022849888924151063,Affluent,Std,455,Balanced Users,Shift approximately 0.50 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.48. 455 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003463,0.5541687896496815,0.49875191068471336,9.46,0.3233957585028587,0.28719585161547667,0.022337455125648185,Affluent,Std,257,Balanced Users,Shift approximately 0.50 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.46. 257 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000455,0.5532574865597736,0.4979317379037962,9.44,0.5219060619294728,0.28588276919448047,0.024059440971812715,Affluent,Std,470,Balanced Users,Shift approximately 0.50 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.44. 470 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004075,0.5522701596302003,0.4970431436671803,9.43,0.2932958750899512,0.28527370855821127,0.02313030069390902,Affluent,Std,404,Balanced Users,Shift approximately 0.50 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.43. 404 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000778,0.5524734903043691,0.49722614127393217,9.43,0.4070432019774011,0.28586342422009337,0.023581429624170966,Affluent,Std,831,Balanced Users,Shift approximately 0.50 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.43. 831 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003223,0.5501751734404537,0.4951576560964084,9.39,0.4002075219269889,0.2838445162816368,0.020815264527320035,Affluent,Std,553,Balanced Users,Shift approximately 0.50 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.39. 553 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005407,0.5499644322389421,0.49496798901504785,9.39,0.4082459006387772,0.28471212250834116,0.02326974078193173,Affluent,Std,702,Balanced Users,Shift approximately 0.49 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.39. 702 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000902,0.5487552240547263,0.49387970164925366,9.37,0.4189398550857214,0.286723295684371,0.023896200877438625,Affluent,Std,787,Balanced Users,Shift approximately 0.49 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.37. 787 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001689,0.5492600735478808,0.4943340661930927,9.37,0.4078130379912949,0.2843211048204994,0.023562522498936415,Affluent,Std,450,Balanced Users,Shift approximately 0.49 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.37. 450 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003680,0.5485010019706078,0.493650901773547,9.36,0.3552024818409727,0.2847532695441441,0.022061588601512555,Affluent,Std,623,Balanced Users,Shift approximately 0.49 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.36. 623 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC001885,0.548387917382088,0.4935491256438792,9.36,0.3065134085192429,0.2847813836311201,0.02227599695030994,Adversity,Std,1072,Balanced Users,Shift approximately 0.49 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.36. 1072 anomalous readings detected. Inspect high-consumption appliances.
MAC003987,0.5406910299833887,0.4866219269850498,9.23,0.3302941116210599,0.28593695878074127,0.021614132317284377,Affluent,Std,567,Balanced Users,Shift approximately 0.49 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.23. 567 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002856,0.5383109756605692,0.48447987809451226,9.19,0.31379576085229444,0.28527392907080207,0.022880386424304056,Adversity,Std,766,Balanced Users,Shift approximately 0.48 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.19. 766 anomalous readings detected. Inspect high-consumption appliances.
MAC000850,0.53410385110559,0.48069346599503104,9.12,0.32833363382654646,0.2863537457258315,0.023655579732670188,Affluent,Std,781,Balanced Users,Shift approximately 0.48 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.12. 781 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005404,0.533549077590526,0.48019416983147345,9.11,0.40385814820512816,0.2843874643874644,0.023247863247863248,Affluent,Std,631,Balanced Users,Shift approximately 0.48 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.11. 631 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000830,0.532349269259351,0.4791143423334159,9.09,0.4115043824728219,0.28540898813764054,0.023786663362963423,Affluent,ToU,914,Balanced Users,Shift approximately 0.48 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.09. 914 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002558,0.5301001671675014,0.4770901504507513,9.05,0.3820826282112887,0.28409763571154983,0.021727776036770084,Affluent,Std,503,Balanced Users,Shift approximately 0.48 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.05. 503 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002119,0.5304001075020167,0.477360096751815,9.05,0.44513292753715783,0.28401371981975926,0.022597350191673953,Adversity,ToU,299,Balanced Users,Shift approximately 0.48 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.05. 299 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC002557,0.5287574479763912,0.4758817031787521,9.02,0.36415047299293174,0.28687976931462533,0.021943242958117944,Affluent,Std,768,Balanced Users,Shift approximately 0.48 kWh/day from peak to off-peak hours. Estimated monthly saving: £9.02. 768 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
